Title,Company,Content_0,Content_1,Content_2,Link,Location,label,platform
Data Scientist,화해(버드뷰),"주요업무
• 제품/비즈니스 성장을 위한 지표 설계 및 대시보드 개발
• 제품/비즈니스 문제 해결을 위한 실험 설계
• 핵심 지표 모니터링 및 지표 변동의 root cause 분석
• 데이터 분석 결과를 바탕으로 비즈니스 성과 달성을 위한 전략 및 액션 아이템 제안
• 데이터 기반 사고와 실험 활성화를 위한 전사적인 코칭 및 컨설팅","자격요건
• Data Scientist 관련 업무 (데이터 기반의 문제 해결, 인사이트 도출)를 최소 5년 이상 전담하시거나 그에 준하는 실력이 있으신 분
• 모바일 서비스 데이터 분석 방법 (LTV, AARRR, Cohort, Funnel 등)에 대한 이해도가 높으신 분
• 수학적/통계적 지식과 높은 수준의 논리적 사고와 문제 해결 능력이 있으신 분
• 실질적인 action을 위한 데이터 분석 능력 및 제품/비즈니스 관련 통찰력이 있으신 분
• SQL, Python, R 등을 통해 raw 데이터 추출부터 분석까지 가능하신 분
• 논리적 사고를 바탕으로 상대방에게 의견을 잘 전달하실 수 있으신 분
• 회사 내부 구성원들과 협업 및 다양한 팀과의 원활한 커뮤니케이션이 가능하신 분","우대사항
• 데이터 기반의 인사이트를 통해 비즈니스 지표 상승이나 문제 해결을 경험하신 분
• 사업 조직과 밀접하게 일하며 비즈니스 임팩트를 만들어 낸 경험이 있으신 분 (손익, 비용 등의 사업 지표에 대한 높은 이해도를 가지신 분)
• 로그 수준의 데이터 수집/가공부터 분석까지의 전체 프로세스를 경험하신 분
• 예측 분석, 인과 추론을 위한 모델링을 해 본 경험이 있으신 분
• 웹/모바일 애플리케이션 분석 경험이 있으신 분
• 커머스 또는 광고 플랫폼이나 비즈니스 분석 경험이 있으신 분",https://www.wanted.co.kr/wd/196850,서울 서초구,데이터 분석가,wanted
데이터분석가 (병역특례_현역/보충역),넛지헬스케어(캐시워크),"주요업무
ㆍSQL을 사용한 데이터 추출 및 전처리를 통한 지표관리
ㆍ데이터 시각화 및 대시보드 (Tableau/Redash 등) 운영 및 제작
ㆍ분석 요건 기획 및 데이터 수집 관리
ㆍ다양한 분야의 프로젝트 데이터 분석 업무
ㆍSQL, R, Python 등을 통한 데이터 분석 자동화 업무

[전형절차]
서류전형 -＞ 코딩테스트 -＞ 1차 인터뷰 -＞ 처우협의 및 최종합격
※ 서류전형 진행 전 자료 요청을 통해 병역특례 대상자 확인을 진행하고 있습니다.
※ 전형결과에 따라 추가적인 코딩테스트가 진행될 수 있습니다.
※ 전형과정 중 동의를 통해 레퍼런스체크를 진행할 수 있습니다.","자격요건
ㆍ병역특례 대상자","우대사항
ㆍ통계/컴퓨터/수학을 전공하신 분",https://www.wanted.co.kr/wd/180914,서울 강남구,데이터 분석가,wanted
[울산] 데이터 분석가 (시계열),인터엑스,"주요업무
[함께하시면 맡게 될 업무입니다!]

- 시계열 딥러닝 알고리즘 기술 연구 및 개발
- LLM 모델 Fine tuning 기법 연구 및 개발
- 제조업 불량예측 및 Anomaly detection에 적용 가능한 알고리즘 개발
- 알고리즘 고도화","자격요건
[이런 분이 필요해요!]
 
- Python을 활용하여 머신러닝/딥러닝 프로젝트 (Prediction, Anomaly detection, Classification) 경험이 있으신 분
- Tensorflow 또는 Pytorch 사용 경험이 있으신 분
- Pandas, Matplotlib등의 패키지를 활용한 데이터 정제, 전처리, 분석, 모델링, 시각화 경험을 보유하신 분
- 최신 기술 (LLM 등)에 관심이 많은 분
- 주도적으로 일을 만들고, 책임감 있게 리드하시는 분
- 다른 직군과 함께 문제를 정의하고 해결책을 찾을 수 있는 분 

[업무에 꼭 필요한 기술 스택 입니다]
- Tensorflow 
- Pytorch","우대사항
[이런 분이면 더욱 좋아요!]

- 논문 및 특허 작성 경험이 있으신 분
- 이미지 및 영상 데이터 프로젝트 경험이 있으신 분
- 최신 논문 내용을 구현 가능하신 분
- 최신 시계열 딥러닝 / 머신러닝 알고리즘 작성 경험이 있으신 분
- 컴퓨터공학, 산업공학, 전기전자 관련 학위를 갖추신 분",https://www.wanted.co.kr/wd/192214,울산 남구,데이터 분석가,wanted
[100억↑투자] Senior Data Analyst (5년 이상),메이크스타,"주요업무
합류하시면 이렇게 일해요
•Data Analyst는 메이크스타의 제품 조직인 스쿼드(Squad)에 속합니다.
•스쿼드는 PO/UX 디자이너/개발자/데이터 분석가 등 2~8명의 직군으로 구성됩니다.
•각 스쿼드는 작은 스타트업처럼 자율성과 책임을 갖고 일합니다.
•빠른 실행을 통해 가설을 검증하며, 점진적으로 큰 변화를 만듭니다.
•데이터에 기반한 의사결정을 통해 제품을 만들고, 그에 대한 성과를 측정하고 학습/공유합니다.

이런 것을 경험할 수 있어요
•전사에서 Data-Driven 의사 결정을 할 수 있도록 전사의 북극성 지표 (North Star Metric)지표들을 설정하고 각 스쿼드 OKR 설계를 도울 수 있습니다.
•스쿼드의 가설을 함께 세우고, 실험 설계, 실험, 분석할 수 있습니다.
•동료들의 신뢰를 받고, 제품과 사업의 필요한 지표의 우선순위를 정할 수 있습니다.
•글로벌 시장에서 빠르게 성장하는 K-pop 시장의 변화를 주도할 수 있습니다.","자격요건
이런 분과 함께하고 싶어요
•데이터 분석 경력 5년 이상이며, 데이터를 활용해 실제 제품을 개선해 본 경험이 있는 분
•서비스 데이터 분석 방법(Funnel Analysis, Retention, Cohort Analysis, Customer Lifetime Value 등)에 대한 깊은 이해가 있는 분
•SQL을 사용하여 직접 데이터를 가공하고 추출할 수 있는 분
•BI/시각화 도구(Tableau, Grafana, Redash, Superset 등)를 활용한 대시보드를 구축해본 분
•데이터의 결과에 대해 다양한 부서 동료들과 효과적인 커뮤니케이션이 가능한 분

이런 기술을 활용해요
•Google BigQuery, Google Cloud Storage
•Google Cloud SQL for PostgreSQL
•Amazon Aurora MySQL
•Google Analytics 4, Google Tag Manager
•Apache Airflow
•Redash, Grafana","우대사항
이런 분이면 더 좋아요
•전체 서비스 관점에서 필요한 분석을 경영진과 이야기하면서 주도적으로 찾고 실행할 수 있는 분
•팀 전체가 데이터를 어떻게하면 더 잘 볼 수 있을까 고민하는 분
•프로그래밍 언어(Python, R 등)를 이용해 데이터 분석 및 관련 프로젝트를 진행한 분",https://www.wanted.co.kr/wd/203288,서울 강남구,데이터 분석가,wanted
[잡플래닛] Data Scientist (AI Product팀),브레인커머스,"주요업무
[조직소개]
잡플래닛의 데이터 조직은 Data 1st전략으로 서비스의 핵심 자산인 데이터의 최우선 활용을 위해 효율적인 데이터 수집/정제/저장/분석 환경을 구축합니다. 이를 위해 데이터플랫폼의 설계와 구축을 진행하고 안정적 운영을 담당합니다. DB, Log, Text, Image 등 다양한 형태의 정형/비정형 데이터를 모두 다루며 대용량 데이터로부터 인사이트를 효과적으로 뽑아낼 수 있는 기술적 기반을 제공하여 사업 성공에 중추적 역할을 합니다.

AI Product 팀은 DataOps팀과 함께 잡플래닛 데이터를 활용해 개인화/추천/검색/자연어분석 서비스 등 다양한 데이터 프로덕트를 제공합니다.

[주요 업무]
- Llama2 등의 Opensource를 활용하여 LLM 모델을 Tuning합니다.
- LLM Api를 사용을 위한 Prompt Engineering 및 RAG를 활용한 LLM 답변에 대한 고도화 업무를 담당합니다.
- 설명가능한 AI(Explainable AI)와 관련된 지식과 경험을 바탕으로 업무에 적용합니다.
- 다양한 Deep Learning / Machine Learning 기술을 활용한 데이터 프로덕트에 적용할 분류와 예측 모델을 개발합니다. (광고모델 개발 및 최적화, 정량/정성 데이터를 모두 활용한 예측, 분류 모델링)
- 모델에 필요한 데이터를 가공하고 AI Engineer와 협업하여 데이터를 서빙합니다.","자격요건
- AI, Data Science, Applied Science, Operational Research, Statistics 석사 학위 혹은 동등한 경력을 소지하신분
- AI Product를 위한 모델 개발 경험 3년 이상인 분(Tensorflow, PyTorch)
- GCP / AWS 등의 Cloud환경에서 모델 개발을 해보신 분
- 데이터/통계/딥러닝/엔지니어링에 대한 높은 이해도를 갖춘 분
- 논리적 사고력, 커뮤니케이션 능력을 갖춘 분","우대사항
- AI, Data Science, Applied Science, Operational Research, Statistics 박사 학위 혹은 동등한 경력을 소지하신 분
- 머신러닝 관련 국제학술대회에 논문을 게재한 경험이 있는 분
- AI Engineering, ML Ops에 대한 이해와 경험이 있으신 분

[채용 절차]
- 서류전형 -＞ 과제전형 -＞ 1차 (실무 인터뷰) -＞ 2차 협업부서 인터뷰 -＞ 3차 경영진 인터뷰
* 진행 과정에서 필요 시, 전형단계 감소 또는 추가 있을 수 있습니다.",https://www.wanted.co.kr/wd/204467,서울 강남구,데이터 분석가,wanted
그로스 데이터 분석가 (3년 이상),발란(BALAAN),"주요업무
- 소비자 유형에 맞는 퍼널 트래킹 및 지표 관리
- 소비자 획득을 위한 퍼널 관리 및 개선
- 채널별(Naver, Google, Kakao, Meta 등) 광고 대시보드 기획
- 캠페인, 광고 효율 측정 및 개선 방안 수립
- 소비자(유저) 데이터에 기반한 인사이트 도출
- 도출된 인사이트를 기반한 액션 플랜 수립
- 구글 애널리틱스4(GA4), MMP(Airbridge) 활용한 데이터 분석","자격요건
- 관련 업무 경력 3년 이상
- GA4, MMP, CRM 활용 능력
- KPI 지표에 대한 효율 분석 및 최적화 능력
- 퍼널 분석, 코호트 분석, 리텐션 등 실무 이해도와 인사이트가 있으신 분
- AARRR의 User Flow에 대해 통합적으로 사고하실 수 있는 분
- 데이터 전처리, SQL, 빅쿼리, GA4, 데이터 시각화(태블로, 루커 등 다양한 툴) 활용 능력
- 가설 수립 및 데이터 기반으로 문제 해결 및 인사이트 도출이 가능하신 분

- 입사 지원 시 포트폴리오 첨부 필수(포트폴리오 필수 항목)
  - 기간
  - 내용
  - 해결해야하는 문제
  - 목표
  - 목표 달성을 위한 전략
  - 예산 및 실제 결과 및 인사이트","우대사항
- 데이터 드리븐 환경 구축 및 설계 경험
- 이커머스 / 패션 이커머스 / 플랫폼 마케팅 경력이 있으신 분
- 미디어, 데이터, Tech 등의 조직 간 협업을 통한 시너지 창출 경험이 있으신 분
- 풍부한 SEO, SEM 경험
- SQL, Python, Java 등의 개발 지식
- 그로스 / CRM / 디지털 퍼포먼스 마케팅 인사이트와 액션 아이템을 찾아 비즈니스를 성장시켜본 경험",https://www.wanted.co.kr/wd/199852,서울 강남구,데이터 분석가,wanted
Staff Data Engineer/Data Scientist (S&OP),쿠팡,"주요업무
- Design/improve new/current ML models to improve demand forecasting accuracy.
- Work with stakeholders to understand the variables impacting the demand trends.
- Design and build large-scale data reporting ad BI systems for Coupang SCM team
- Design and maintain data pipelines for SCM and create efficiencies around internal reporting, ensuring data accuracies and timely delivery
- Understand different aspect of demand and Supply planning business logic and be able to translate it into distributed and efficient data processing, reporting, dashboarding and planning models.
- Contribute to the design and development of our next-generation data reporting platform through multiple reporting tools like, but not limited to, Powerbi, Tableau, R shiney, G-suite apps
- Build efficient and automated data fetching models to drive efficiency in overall planning process across the SCM team","자격요건
- Bachelor’s degree in engineering, mathematics or equivalent
- 4+ years of coding experience in one of the following: Python, Hive, R along with deep understanding of multiple reporting tools like Powerbi, Tableau, R shiney etc.
- Self-starter and innovator who likes to solve complex problems.
- Should be able to build reporting structure, dashboards, automated mailers and data pipelines from scratch for whole SCM team
- Proven track record of taking ownership and successfully delivering results
- Ability to communicate with technical and non-technical stakeholders clearly and concisely across all levels of the organization
- Ability to work in multi-cultural, cross functional team
- Experience building highly scalable systems in a fast paced, team-oriented environment","우대사항
- Experience with handling large data volumes in a distributed environment
- Ability and desire to drive solid design work on database creation, BI, dashboarding, and Automation
- A passion to explore, improve, automate and optimize complex Business problems with data and insight driven solutions
- Ability to think outside-the-box and challenge conventional wisdoms
- Experience with supply chain analytics/automation/design function in a large e-commerce environment
- Experience working with AWS (Amazon web services)
- Experience working in startups
- Experience with Python and building data pipelines
- Ability to work efficiently with teams outside of SCM analytics working on upstream and downstream dependencies
- Ability to write and understand complex SQL queries",https://www.wanted.co.kr/wd/206163,서울 송파구,데이터 분석가,wanted
고객 및 디지털 데이터 분석 (과장급),콘센트릭스서비스코리아CATALYST,"주요업무
- 데이터 기반 고객 전략 수립 및 인사이트 도출
- 고객 전략 수립을 위한 데이터 분석 및 고도화 안 제안","자격요건
• 데이터 분석 과제 기획/발굴을 통한 Biz Insight 도출 경험이 있는 분
• 비즈니스 문제 정의와 가설 수립 및 검증까지 단계를 설계할 수 있는 분
• CRM 데이터를 기반으로 서비스 고도화를 위한 데이터 탐색 및 분석이 가능한 분
• SQL(MySQL/MSSQL 등)을 사용하여 효율적으로 데이터 추출 가능한 분
• 분석 및 모델링 툴(Python, R, SQL, Pandas, TensorFlow, Pytorch, Spark 등) 사용에 익숙한 분
• 빅데이터 환경(MySQL, MariaDB, NoSQL, MongoDB 등)에서 데이터 수집 및 핸들링 경험이 있는 분
• 프로젝트 리딩(PM이나 PL) 경험이 있는 분 
• 데이터 분석 관련 실무 경력이 10년 이상이거나 그에 준하는 역량이 있는 분
• 의사결정을 진행하는 과정에서 효과적인 공감대 형성과 설득을 위한 정량 분석/인사이트 시각화/리포팅 가능한 분","우대사항
• 데이터 통계 분석 관련 전공자(통계, 수학, 산업공학, 컴퓨터공학 등)
• 데이터 및 빅데이터 활용 프로젝트 수행 경험 보유자
• 분석과제를 수행하고 구체화하여 보고가 가능한 분
• 분석과제 체계화 및 시각화를 활용한 커뮤니케이션에 능한 분",https://www.wanted.co.kr/wd/174175,서울 용산구,데이터 분석가,wanted
솔루션(데이터분석) 기술지원 엔지니어,넷스루,"주요업무
• 자체 솔루션인 DataStory, WiseCollector, SmartC.E.P, SmartOffer의 원활한 이용을 위한 기술을 지원
• 장애 및 문의 사항에 대한 대응과 더불어 자사 솔루션을 잘 활용할 수 있도록 기술 가이드 제공
• 문의 사항 및 장애 대응을 통해 고객이 솔루션을 잘 활용할 수 있도록 컨설팅을 지원
• 지속적인 운영 관리, 유지 관리를 통해 문제를 해결","자격요건
[필수 자격 조건]
• 자바스크립트 / 리눅스 사용 가능자
• 이과계열 전공자

- 신입/경력(관련업무) 3년 이하 경험자
- 컴퓨터공학/소프트웨어학부/데이터사이언스 등 관련 학과
- Java Script 개발 경험자
- 리눅스 사용 경험자","우대사항
- 컴퓨터공학/소프트웨어학과/데이터사이언스학과
- 디지털 마케팅에 대한 업무 경험이나 높은 관심
- SaaS, Cloud 서비스 관리/설정 경험이 있으신 분
- DB - MySQL/Oracle/Mongo",https://www.wanted.co.kr/wd/155487,서울 성동구,데이터 분석가,wanted
데이터 분석가(시니어),스포카,"주요업무
스포카의 데이터 분석가는 데이터를 이용하여 서비스의 성장을 만들어내는 중요한 역할입니다. 서비스를 직접적으로 만드는 PM, 디자이너, 개발자와 함께 소통하면서 데이터 중심의 의사결정에 주도적으로 역할을 진행합니다. 키친보드 서비스를 함께 성장시켜주실 분을 찾습니다.

• 데이터를 이용하여 서비스의 다양한 문제들을 해결하는 업무를 진행합니다.
• 서비스의 핵심 지표들을 정의하고, 추적하고, 시각화하여 팀원들에게 공유합니다.
• 서비스 이용 패턴 분석을 위해 데이터 로그를 설계하고 관리합니다.
• 사용자 분석을 통해 서비스에 직접적으로 영향을 줄 수 있는 인사이트들을 도출해서 공유합니다.
• 전사 및 부서별 KPI 정의하고 관리합니다.","자격요건
• 5년 이상 프로덕트 or 비즈니스 분석 경력을 보유하신 분
• 데이터 분석팀이나 서비스 전반을 리딩한 경험이 있는 분 
• SQL(BigQuery, PostgreSQL), Python 등의 기술적 피드백이 가능하신분 
• 가설 검증을 위한 A/B 테스트를 설계하고 결과를 분석하여 서비스에 적용한 경험이 있으신 분 
• Redash를 통한 대시보드 구성 및 시각화에 익숙하신 분
• 데이터와 인사이트를 분석하여 명확하고 실행 가능한 계획을 제시한 경험이 있으신 분","우대사항
• 엔지니어와 협업하여 데이터 파이프라인을 구축하고 관리한 경험이 있는 분
• 데이터 엔지니어 및 분석 경험이 각각 2년 이상 있으신 분 
• 모바일 서비스 로그 기획/분석 경험이 있으신 분
• 통계 모델링 등 다양한 분석방법론에 익숙하신 분
• ML/DL 프로덕트 서비스에 대한 경험이 있으신 분
• 대내외 협업 및 커뮤니케이션이 원활한 분
• 요식업 매장의 관리 문제를 해결하는데 관심과 열정이 있으신분",https://www.wanted.co.kr/wd/191608,서울 강남구,데이터 분석가,wanted
KR Lead of Data Analyst,팀블라인드세일즈앤마케팅코리아,"주요업무
• 데이터 리더로서 적극적인 비즈니스 및 프로덕트 지원
• Data Analyst 팀을 관리하고, 팀원분들께 효율적이고 명확한 피드백을 제공하여 프로젝트가 성공적으로 진행되도록 가이드
• 각 프로젝트에서 Data Driven 의사결정을 할 수 있도록 정량적 수치를 바탕으로 한 인사이트 제공
• 문제상황 해결 및 Product 개선을 위하여 여러 가설을 설정하고 검증하고, Product 및 비즈니스 KPI개선
• 분석 과제 정의 및 데이터 분석을 통하여 현상을 바르게 파악할 수 있도록 이벤트 로그 설계 및 지표 개발
• 데이터 분석 결과를 기반으로 각 현업 부서에 인사이트 전달 및 객관적 의견 제시
• 시각화 툴(Superset/Tableau)을 활용하여 지표를 추적하여 Product 개선점 도출","자격요건
• 만 8년 이상의 모바일 데이터 분석 경력 및 매니징 경험이 있으신 분
• 성공적으로 프로젝트를 주도하거나 관리한 경험이 있으신 분
• 이벤트 로그 설계 및 로그 검증 경험이 있으신 분
• 퍼널 분석, 코호트 분석 등 유저 행동 분석에 대한 경험이 풍부하신 분
• 복잡한 인사이트를 이해하기 쉬운 언어로 전달하는 커뮤니케이션 스킬이 뛰어나신 분
• SQL, Python, Tableau, Superset 사용이 능숙하며, GA 등의 3rd party tool 경험이 풍부하신 분 
• Github, Airflow 사용경험이 있으신 분
• 통계, 수학 등 관련 분야를 전공하신 분","우대사항
• Amplify 활용 경험이 있으신 분
• 웹 데이터 분석 경험이 있으신 분
• 영어사용에 불편함이 없으신 분",https://www.wanted.co.kr/wd/201455,서울 강남구,데이터 분석가,wanted
Data Scientist,바이온사이트,"주요업무
다양한 바이오메디컬 데이터베이스 수집, 가공 및 분석
• 질량분석기(HRMS) 데이터 분석
• 단백질-약물 활성 예측 및 데이터 분석
약학 데이터 플랫폼의 개발 및 유지보수
분석 모델 성능 평가 및 고도화","자격요건
• 복잡한 원천 데이터로부터 데이터 정제 및 특징 추출을 직접 수행하고 모형 개발 및 성능 평가를 수행해본 경험이 있는 분
• Python 또는 R 기반 데이터 처리 경험 1년 이상으로서, 데이터 가공 및 분석에 능숙하게 사용하실 수 있는 분
• 분석과정 및 결과를 유관부서에 명확히 전달 할 수 있는 커뮤니케이션 능력을 보유하신 분
• 신약개발 및 단백체학 분야의 최신 데이터 분석법에 관심이 있고 새로운 것을 학습하고 성장하고자 하시는 분","우대사항
• 신약개발, 화학, 생물학 등 분야의 데이터 분석 및 모델링 경험자
• 질량분석(MS) 관련 연구개발 수행 경험자
• Linux, git, docker 등 개발환경에 익숙하신 분
• 외국어(영어) 커뮤니케이션 능력을 갖추신 분",https://www.wanted.co.kr/wd/167495,서울 성동구,데이터 분석가,wanted
"디지털 헬스케어 및 통계, 데이터 분석 전문가",렉스소프트,"주요업무
ㆍ당사의 디지털헬스사업과 관련한 업무(국내 주요 병원 및 검진기관과의 협업 수행)
  - 건강성인의 주요질환 발병 확률 예측 모델링, 질병군의 합병증 발병 확률 예측 모델링: 검진, 문진, 복약정보 주로 활용. 라이프로그(식단, 음주, 신체활동, 미세먼지 데이터 등) 추가 활용 예정.
  - 개발된 모델의 예측 값을 활용한 건강 관리 서비스 기획

ㆍ보건/의로 데이터 분석을 바탕으로 한 데이터 기반 알고리즘 개발","자격요건
ㆍ경력 : 무관 (신입도 지원 가능)

ㆍ필수 사항
  - 담당업무에는 주로 R과 SAS를 사용합니다. 두 프로그램의 활용에 어려움이 없으셔야 합니다.
  - 생존분석 및 역학 연구에 관한 기본적인 지식이 필요합니다.

ㆍR/ Python/엑셀 사용 가능자","우대사항
ㆍ컴퓨터/시스템공학, 수학/통계학, 생명과학 (통계학 분야 석/박사를 갖고 있거나 보건/의료/컴퓨터사이언스 분야 석/박사 취득자 분을 우대합니다.) 

ㆍ국민건강보험공단 분석 또는 임상자료(EMR 등) 분석 경험이 있으신 분을 우대합니다.

ㆍ당사는 대상그룹의 투자를 받은 기업으로 향후 대상그룹과 긴밀한 관계(계열사 편입 등)를 통하여, 안정적이면서 성장가능성이 높은 기업입니다. 열정 가득한 분들의 지원을 기대합니다.",https://www.wanted.co.kr/wd/199563,서울 관악구,데이터 분석가,wanted
데이터분석가,모요,"주요업무
# 합류하면 이런 업무를 해요
• 북극성 지표(North Star Metric, NSM)를 바탕으로 각 스쿼드가 OKR을 잘 설계할 수 있도록 도와요.
• 스쿼드에서 진행되는 실험의 설계와 결과 분석에 기여해요.
• 팀에 인사이트를 줄 수 있는 대시보드를 만들고 관리해요.
• 비즈니스에 필요한 데이터를 분석하고 발견한 인사이트를 동료들에게 공유해요.
• 마케팅 성과 분석 지표(ROAS, CTR, CVR…)를 설계하고 매체별로 분석해요.","자격요건
# 모요와 함께 해요

＜이런 분을 찾고있어요＞
• 3년 이상의 프로덕트 데이터 분석 업무 경험이 있는 분
• 데이터를 전처리하고 시각화하는데 필요한 SQL 역량을 갖춘 분
• 데이터를 기반으로 다양한 가설을 세우고 분석해 본 분
• 주어진 분석을 하기보다 주도적으로 데이터를 보고 인사이트를 도출할 수 있는 분
• 실험 결과를 비롯한 데이터 인사이트를 동료들에게 설명해 본 분","우대사항
＜이런 분이면 더 좋아요＞
• 클라우드 환경에서 데이터 분석을 해본 분(AWS, GCP…)
• 프로덕트 조직에서 A/B 테스트 경험이 있는 분
• 분석툴을 활용한 업무 경험이 있는 분 (Amplitude, Mixpanel)
• 대시보드 툴을 활용해 본 분 (Redash, Tableau, QuickSight…)
• 팀 전체가 데이터를 더 잘 볼 수 방법에 대해 고민하는 분",https://www.wanted.co.kr/wd/142793,서울 강남구,데이터 분석가,wanted
앱서비스 데이터분석가 (2년 이상),더블유클럽,"주요업무
• 개선이 필요한 부분에 로그를 설계하고 A/B Test를 진행하여 결과를 분석합니다.
• 주요 KPI를 정의하고 관리하며, 이상 지표가 있을 시 원인을 분석합니다.
• 데이터를 보다 효율적으로 분석할 수 있는 새로운 방법이나 툴을 도입합니다.

데이터 파트에서 사용하고 있는 기술/Tool

• 분석 언어 : SQL, Python
• 분석 DB : AWS Redshift
• 대시보드 : Tableau, Datastudio
• MMP : Airbridge, AppsFlyer
• AB테스트 : Firebase, Hackle","자격요건
• 앱서비스 데이터분석 실무 경력 2년 이상 데이터분석가 경력자
• SQL을 사용해 Raw Data를 추출하고 가공하여 데이터 분석이 가능한 분
• 앱 데이터를 분석하고, 이를 바탕으로 프로덕트를 개선한 경험이 있으신 분
• 퍼널 분석, 코호트 분석, A/B 테스트 등의 방법론을 실무에 적용하여 인사이트를 도출한 경험이 있으신 분
• 다양한 툴이나 분석 방법론에 대해서 새롭게 학습하고 적용하는데 어려움이 없으신 분","우대사항
• 데이팅 산업에 대한 경험과 이해보다는 플랫폼, O2O 비즈니스에 대한 관심과 경험이 더 중요합니다.
• 유저 간 매칭 로직을 활용한 서비스에 관심이 많으신 분
• 유저 세그먼트를 구분하고, 이를 바탕으로 앱 데이터를 분석한 경험이 있으신 분
• Tableau, Data Studio 등 BI툴을 활용하여 시각화를 한 경험이 있으신 분",https://www.wanted.co.kr/wd/191443,서울 강남구,데이터 분석가,wanted
[잡플래닛] 비지니스/프로덕트 시니어 데이터 분석가,브레인커머스,"주요업무
잡플래닛 데이터분석팀은 원활한 프로덕트 설계와 유저 경험을 향상시키기 위한 최적화를 수행하며, 디테일하고 깊이 있는 분석을 주도적으로 진행하여 프로덕트의 발전에 기여합니다.

[주요 업무]
• 데이터분석팀의 중장기 목표를 설정하고, 우선순위를 설정합니다.
• 데이터 분석을 통해 서비스의 방향을 설정하고 유관부서를 설득합니다.
• 주요 KPI를 설정하고, 목표 달성을 위해 가설을 세우고 데이터로 검증합니다.
• 프로덕트 팀과 긴밀하게 협업하여 KPI를 추적하고, 시각화하여 팀원들과 공유합니다.
• 서비스 사용 패턴을 파악하기 위한 데이터 로그를 설계하고 관리합니다. 개별 프로덕트 차원 뿐만 아니라 전사 차원의 관점에서 비즈니스가 성장하고 있는지 모니터링하며 잡플래닛의 주요 의사결정에 참여합니다.","자격요건
• 7년 이상 데이터 분석 경험이 있는 분
• 데이터 분석팀이나 서비스 전반을 리딩한 경험이 있는 분
• SQL, Excel, Python, R 등의 기술적 피드백이 가능한 분
• 서비스 핵심 지표를 설정하고, 지표 성장을 위해 다양한 가설을 세우고 실험하여 직접 서비스를 개선해보신 분
• 가설 검증을 위한 A/B 테스트를 설계하고 결과를 분석하여 프로덕트에 적용한 경험이 있으신 분
• 통계 기반으로 인과추론 및 데이터 분석이 가능한 분
• 멀티 디바이스(모바일 / 앱)의 데이터를 통합하여 분석해본 경험이 있는 분
• GA, Amplitude 등을 이용하여 데이터 로그 설계 및 관리 경험이 있는 분
• 퍼널 분석, 리텐션 분석, 코호트 분석 등 프로덕트 데이터 분석 방법에 대한 이해도가 높으신 분","우대사항
• 신사업 전략 수립, KPI Setting 관리 및 조직 관리를 경험해보신 분
• 엔지니어와 협업하여 데이터 파이프라인을 구축하고 관리한 경험이 있는 분
• 데이터 분석환경 구성을 리드했거나 다양한 분석환경에 대한 이해도가 높으신 분 (데이터 통합, 데이터 마트)
• Amplitude, Braze, Appsflyer 등의 PA, MMP Tool 사용 경험이 있는 분
• GTM 이벤트 설계 및 운영 경험이 있는 분
• 사내 구성원들의 데이터 리터러시 함양에 영향을 주었던 경험이 있는 분


[채용 절차]
- 서류전형 -＞ 1차 실무 인터뷰 -＞ 2차 협업부서 인터뷰 -＞ 3차 CDO 인터뷰
  * 전형 과정에서 필요시, 전형단계 감소 또는 추가 될 수 있습니다.",https://www.wanted.co.kr/wd/120691,서울 강남구,데이터 분석가,wanted
데이터 분석가 (개인화 추천 모델),인프랩,"주요업무
• 120만 회원, 누적 4,800만 학습 수의 데이터를 바탕으로 학습자에게 더 높은 가치를 제공합니다. 
• 사용자 행동 데이터 기반 개인화 추천 모델을 개발하여 실제 서비스에 적용합니다.
• 학습자 경험 개선을 위해 A/B 테스트를 설계 및 실행하고 결과를 분석하여 유의미한 정보를 발굴합니다.
• 데이터 관리, 분석, 시각화, 모델링을 통해 데이터로부터 정보를 추출하고 인사이트를 도출합니다.
• 데이터의 문제를 파악하고 공유하여 데이터 품질을 향상시킵니다.
• 데이터 기반 의사결정을 지원하여 인프랩의 퍼포먼스에 기여합니다. 

[기술 스택]
필수 기술 : 명확한 이해도와 뛰어난 활용 스킬을 요구합니다.
SQL, Python, TensorFlow, Keras

선호 기술 : 실무에 활용할 수 있는 이해도 및 관련 경험을 요구합니다.
GCP, AWS, Spark, Scala, Java, Ubuntu, CentOS, Linux","자격요건
• 관련 실무 경험 5년 이상 보유하신 분
• 통계 관련 전공자 또는 이에 준수한 지식을 보유하신 분
• 어렵고 복잡한 문제를 SQL을 통해 효율적으로 해결할 수 있는 실력을 보유하신 분
• 데이터 엔지니어와 협업하여 다양한 문제를 해결한 경험을 보유하신 분","우대사항
• 개인화 추천 모델 기획부터 개선까지 실제 서비스 운영 경험을 보유하신 분
• PB 또는 TB급 이상의 데이터에 대하여 데이터 분석 또는 AI 모델 분산 학습 경험을 보유하신 분",https://www.wanted.co.kr/wd/189383,경기 성남시,데이터 분석가,wanted
